"from","to","node1_string_internal_id","node2_string_internal_id","node1_external_id","node2_external_id","neighborhood_on_chromosome","gene_fusion","phylogenetic_cooccurrence","homology","coexpression","experimentally_determined_interaction","database_annotated","automated_textmining","combined_score","Tipo"
"CD44","KRAS",1860096,1844404,"9606.ENSP00000398632","9606.ENSP00000256078",0,0,0,0,0,0,0,0.453,0.453,"Cerebro"
"ARID1A","KRAS",1850249,1844404,"9606.ENSP00000320485","9606.ENSP00000256078",0,0,0,0,0.076,0.054,0,0.424,0.453,"Cerebro"
"SMARCA4","ATRX",1855886,1853627,"9606.ENSP00000362441","9606.ENSP00000350720",0,0,0,0.61,0.123,0.197,0,0.659,0.45,"Cerebro"
"TP53","GLI2",1854160,1846083,"9606.ENSP00000354586","9606.ENSP00000269305",0,0,0,0,0,0.057,0,0.441,0.45,"Cerebro"
"NF1","MYCN",1853658,1846701,"9606.ENSP00000351015","9606.ENSP00000281043",0,0,0,0,0,0,0,0.449,0.449,"Cerebro"
"PTEN","IDH1",1855586,1844837,"9606.ENSP00000361021","9606.ENSP00000260985",0,0,0,0,0.052,0,0,0.44,0.446,"Cerebro"
"NANOG","SOX9",1843760,1843195,"9606.ENSP00000245479","9606.ENSP00000229307",0,0,0,0,0,0,0,0.446,0.446,"Cerebro"
"VEGFA","ABCG2",1855611,1843466,"9606.ENSP00000361125","9606.ENSP00000237612",0,0,0,0,0,0,0,0.443,0.443,"Cerebro"
"CD44","SOX9",1860096,1843760,"9606.ENSP00000398632","9606.ENSP00000245479",0,0,0,0,0,0,0,0.443,0.443,"Cerebro"
"CD44","MYCN",1860096,1846701,"9606.ENSP00000398632","9606.ENSP00000281043",0,0,0,0,0,0,0,0.443,0.443,"Cerebro"
"MLL2","ARID1A",1850249,1848242,"9606.ENSP00000320485","9606.ENSP00000301067",0,0,0,0,0.184,0,0,0.344,0.443,"Cerebro"
"CTNNB1","MYCN",1852818,1846701,"9606.ENSP00000344456","9606.ENSP00000281043",0,0,0,0,0,0,0,0.443,0.443,"Cerebro"
"VEGFA","NANOG",1855611,1843195,"9606.ENSP00000361125","9606.ENSP00000229307",0,0,0,0,0,0,0,0.443,0.443,"Cerebro"
"MYC","ITGA2",1856789,1847760,"9606.ENSP00000367207","9606.ENSP00000296585",0,0,0,0,0,0,0,0.442,0.442,"Cerebro"
"TGFA","VEGFA",1855611,1847571,"9606.ENSP00000361125","9606.ENSP00000295400",0,0,0,0,0,0,0,0.442,0.442,"Cerebro"
"ITGA2","MYCN",1847760,1846701,"9606.ENSP00000296585","9606.ENSP00000281043",0,0,0,0,0,0,0,0.442,0.442,"Cerebro"
"ITGA2","ABCG2",1847760,1843466,"9606.ENSP00000296585","9606.ENSP00000237612",0,0,0,0,0,0,0,0.442,0.442,"Cerebro"
"VEGFA","ACAN",1859267,1855611,"9606.ENSP00000387356","9606.ENSP00000361125",0,0,0,0,0,0,0,0.441,0.441,"Cerebro"
"CD44","ITGA2",1860096,1847760,"9606.ENSP00000398632","9606.ENSP00000296585",0,0,0,0,0,0,0,0.441,0.441,"Cerebro"
"PIK3R1","RB1",1846375,1845924,"9606.ENSP00000274335","9606.ENSP00000267163",0,0,0,0,0.053,0.36,0,0.151,0.441,"Cerebro"
"TERT","CDH1",1849199,1844988,"9606.ENSP00000309572","9606.ENSP00000261769",0,0,0,0,0,0,0,0.441,0.441,"Cerebro"
"ZBTB20","MGP",1861400,1843175,"9606.ENSP00000419153","9606.ENSP00000228938",0,0,0,0,0,0,0,0.441,0.441,"Cerebro"
"MYCN","PTCH1",1851463,1846701,"9606.ENSP00000332353","9606.ENSP00000281043",0,0,0,0,0,0,0,0.44,0.44,"Cerebro"
"COL4A2","SOX9",1854011,1843760,"9606.ENSP00000353654","9606.ENSP00000245479",0,0,0,0,0,0,0,0.439,0.439,"Cerebro"
"ITGA2","CCL2",1847760,1843055,"9606.ENSP00000296585","9606.ENSP00000225831",0,0,0,0,0,0,0,0.439,0.439,"Cerebro"
"PTEN","ARID1A",1855586,1850249,"9606.ENSP00000361021","9606.ENSP00000320485",0,0,0,0,0.092,0,0,0.408,0.439,"Cerebro"
"ATRX","DNMT3A",1855886,1845601,"9606.ENSP00000362441","9606.ENSP00000264709",0,0,0,0,0.055,0.068,0,0.412,0.437,"Cerebro"
"NANOG","SETD2",1859200,1843195,"9606.ENSP00000386759","9606.ENSP00000229307",0,0,0,0,0,0.061,0,0.424,0.436,"Cerebro"
"BRAF","RB1",1847131,1845924,"9606.ENSP00000288602","9606.ENSP00000267163",0,0,0,0,0.054,0.285,0,0.233,0.436,"Cerebro"
"PTEN","EPHA7",1855586,1854997,"9606.ENSP00000361021","9606.ENSP00000358309",0,0,0,0,0.09,0.295,0,0.192,0.436,"Cerebro"
"CDKN2A","ITGA2",1859838,1847760,"9606.ENSP00000394932","9606.ENSP00000296585",0,0,0,0,0,0,0,0.436,0.436,"Cerebro"
"PTPN11","CDH1",1852389,1844988,"9606.ENSP00000340944","9606.ENSP00000261769",0,0,0,0,0,0.169,0,0.346,0.433,"Cerebro"
"PIK3CA","CAMK2G",1850110,1845446,"9606.ENSP00000319060","9606.ENSP00000263967",0,0,0,0,0.052,0,0,0.425,0.432,"Cerebro"
"CDKN2A","TOP2A",1860923,1859838,"9606.ENSP00000411532","9606.ENSP00000394932",0,0,0,0,0.053,0,0,0.424,0.431,"Cerebro"
"PIK3R1","TP53",1846375,1846083,"9606.ENSP00000274335","9606.ENSP00000269305",0,0,0,0,0,0,0,0.43,0.43,"Cerebro"
"RB1","CD44",1860096,1845924,"9606.ENSP00000398632","9606.ENSP00000267163",0,0,0,0,0,0,0,0.43,0.43,"Cerebro"
"BRAF","MYCN",1847131,1846701,"9606.ENSP00000288602","9606.ENSP00000281043",0,0,0,0,0,0,0,0.429,0.429,"Cerebro"
"PIK3CA","SETD2",1859200,1845446,"9606.ENSP00000386759","9606.ENSP00000263967",0,0,0,0,0.232,0.113,0,0.229,0.429,"Cerebro"
"MAX","SETD2",1859200,1853721,"9606.ENSP00000386759","9606.ENSP00000351490",0,0,0,0,0.137,0.359,0,0.047,0.428,"Cerebro"
"MLL2","ARID2",1851800,1848242,"9606.ENSP00000335044","9606.ENSP00000301067",0,0,0,0,0.121,0,0,0.375,0.427,"Cerebro"
"GLI2","FOXM1",1854160,1852579,"9606.ENSP00000354586","9606.ENSP00000342307",0,0,0,0,0.049,0.117,0,0.37,0.425,"Cerebro"
"MYC","SOX9",1856789,1843760,"9606.ENSP00000367207","9606.ENSP00000245479",0,0,0,0,0,0,0,0.425,0.424,"Cerebro"
"IDH1","ABCD1",1844837,1842693,"9606.ENSP00000260985","9606.ENSP00000218104",0,0,0,0,0.269,0,0,0.245,0.424,"Cerebro"
"PTEN","PTCH1",1855586,1851463,"9606.ENSP00000361021","9606.ENSP00000332353",0,0,0,0,0.053,0,0,0.416,0.423,"Cerebro"
"NOTCH1","GFI1",1847499,1846535,"9606.ENSP00000294702","9606.ENSP00000277541",0,0,0,0,0.067,0.114,0,0.357,0.422,"Cerebro"
"MYC","TCF12",1856789,1851305,"9606.ENSP00000367207","9606.ENSP00000331057",0,0,0,0,0.053,0.095,0,0.38,0.422,"Cerebro"
"CDKN2A","MLL2",1859838,1848242,"9606.ENSP00000394932","9606.ENSP00000301067",0,0,0,0,0.054,0.114,0,0.365,0.421,"Cerebro"
"SMARCA4","GLI2",1854160,1853627,"9606.ENSP00000354586","9606.ENSP00000350720",0,0,0,0,0.072,0.292,0,0.189,0.421,"Cerebro"
"NIPBL","SETD2",1859200,1846802,"9606.ENSP00000386759","9606.ENSP00000282516",0,0,0,0,0.295,0,0,0.209,0.419,"Cerebro"
"MYC","GLI2",1856789,1854160,"9606.ENSP00000367207","9606.ENSP00000354586",0,0,0,0,0,0.057,0,0.408,0.417,"Cerebro"
"SLC6A3","SNCAIP",1846148,1844894,"9606.ENSP00000270349","9606.ENSP00000261368",0,0,0,0,0,0,0,0.417,0.416,"Cerebro"
"NF1","EP300",1853658,1845316,"9606.ENSP00000351015","9606.ENSP00000263253",0,0,0,0,0.096,0.07,0,0.36,0.415,"Cerebro"
"H3F3A","EEF1A1",1854454,1851211,"9606.ENSP00000355778","9606.ENSP00000330054",0,0,0,0,0.088,0.043,0,0.383,0.415,"Cerebro"
"MYC","PTCH1",1856789,1851463,"9606.ENSP00000367207","9606.ENSP00000332353",0,0,0,0,0,0,0,0.414,0.414,"Cerebro"
"TERT","CCL2",1849199,1843055,"9606.ENSP00000309572","9606.ENSP00000225831",0,0,0,0,0,0,0,0.415,0.414,"Cerebro"
"PIK3CA","ARID1A",1850249,1845446,"9606.ENSP00000320485","9606.ENSP00000263967",0,0,0,0,0.119,0,0,0.362,0.414,"Cerebro"
"CTNNB1","SLC6A3",1852818,1846148,"9606.ENSP00000344456","9606.ENSP00000270349",0,0,0,0,0.05,0,0.36,0.115,0.414,"Cerebro"
"CCL2","IL4R",1843055,1842312,"9606.ENSP00000225831","9606.ENSP00000170630",0,0,0,0,0.051,0,0,0.408,0.414,"Cerebro"
"BRAF","TERT",1849199,1847131,"9606.ENSP00000309572","9606.ENSP00000288602",0,0,0,0,0,0,0,0.413,0.412,"Cerebro"
"SETD2","ATRX",1859200,1855886,"9606.ENSP00000386759","9606.ENSP00000362441",0,0,0,0,0.237,0.106,0,0.206,0.412,"Cerebro"
"PTEN","SETD2",1859200,1855586,"9606.ENSP00000386759","9606.ENSP00000361021",0,0,0,0,0.215,0.107,0,0.225,0.41,"Cerebro"
"SLC6A3","TCF12",1851305,1846148,"9606.ENSP00000331057","9606.ENSP00000270349",0,0,0,0,0,0,0,0.41,0.41,"Cerebro"
"CDH1","ABCG2",1844988,1843466,"9606.ENSP00000261769","9606.ENSP00000237612",0,0,0,0,0,0,0,0.41,0.41,"Cerebro"
"PTEN","CREBBP",1855586,1845124,"9606.ENSP00000361021","9606.ENSP00000262367",0,0,0,0,0.149,0.057,0,0.323,0.41,"Cerebro"
"NRAS","MYCN",1855051,1846701,"9606.ENSP00000358548","9606.ENSP00000281043",0,0,0,0,0,0,0,0.408,0.408,"Cerebro"
"TERT","CD44",1860096,1849199,"9606.ENSP00000398632","9606.ENSP00000309572",0,0,0,0,0,0,0,0.409,0.408,"Cerebro"
"VEGFA","SOX9",1855611,1843760,"9606.ENSP00000361125","9606.ENSP00000245479",0,0,0,0,0,0,0,0.409,0.408,"Cerebro"
"EEF1A1","PLCG1",1851211,1843693,"9606.ENSP00000330054","9606.ENSP00000244007",0,0,0,0,0,0.36,0,0.113,0.408,"Cerebro"
"MYC","TYRP1",1857771,1856789,"9606.ENSP00000373570","9606.ENSP00000367207",0,0,0,0,0,0,0,0.408,0.408,"Cerebro"
"SLC6A3","ITGA2",1847760,1846148,"9606.ENSP00000296585","9606.ENSP00000270349",0,0,0,0,0,0,0,0.409,0.408,"Cerebro"
"CDH1","DNMT3A",1845601,1844988,"9606.ENSP00000264709","9606.ENSP00000261769",0,0,0,0,0,0,0,0.409,0.408,"Cerebro"
"NRAS","IDH1",1855051,1844837,"9606.ENSP00000358548","9606.ENSP00000260985",0,0,0,0,0,0,0,0.407,0.407,"Cerebro"
"CDH1","CCL2",1844988,1843055,"9606.ENSP00000261769","9606.ENSP00000225831",0,0,0,0,0,0,0,0.407,0.407,"Cerebro"
"VEGFA","PTCH1",1855611,1851463,"9606.ENSP00000361125","9606.ENSP00000332353",0,0,0,0,0,0,0,0.407,0.407,"Cerebro"
"ATRX","FUBP1",1855886,1855347,"9606.ENSP00000362441","9606.ENSP00000359804",0,0,0,0,0.091,0.114,0,0.322,0.406,"Cerebro"
"EGFR","GLI2",1854160,1846445,"9606.ENSP00000354586","9606.ENSP00000275493",0,0,0,0,0.095,0.093,0,0.334,0.406,"Cerebro"
"GLI2","EP300",1854160,1845316,"9606.ENSP00000354586","9606.ENSP00000263253",0,0,0,0,0.047,0.295,0,0.187,0.406,"Cerebro"
"PIK3CA","TLR6",1857458,1845446,"9606.ENSP00000371376","9606.ENSP00000263967",0,0,0,0,0.181,0.113,0,0.246,0.405,"Cerebro"
"PIK3CA","ABCG2",1845446,1843466,"9606.ENSP00000263967","9606.ENSP00000237612",0,0,0,0,0.052,0.062,0,0.385,0.405,"Cerebro"
"RB1","PTCH1",1851463,1845924,"9606.ENSP00000332353","9606.ENSP00000267163",0,0,0,0,0,0.181,0,0.304,0.405,"Cerebro"
"EP300","KRAS",1845316,1844404,"9606.ENSP00000263253","9606.ENSP00000256078",0,0,0,0,0.123,0.097,0,0.308,0.404,"Cerebro"
"NOTCH1","FOXM1",1852579,1846535,"9606.ENSP00000342307","9606.ENSP00000277541",0,0,0,0,0.048,0.074,0,0.378,0.404,"Cerebro"
"CDKN2A","FOXM1",1859838,1852579,"9606.ENSP00000394932","9606.ENSP00000342307",0,0,0,0,0,0.074,0,0.379,0.401,"Cerebro"
"PTCH1","SOX9",1851463,1843760,"9606.ENSP00000332353","9606.ENSP00000245479",0,0,0,0,0,0,0,0.4,0.4,"Cerebro"
"RB1","ITGA2",1847760,1845924,"9606.ENSP00000296585","9606.ENSP00000267163",0,0,0,0,0,0,0,0.4,0.4,"Cerebro"
"PTEN","ATRX",1855886,1855586,"9606.ENSP00000362441","9606.ENSP00000361021",0,0,0,0,0.181,0,0,0.298,0.4,"Cerebro"
"MYC","BCL2",1856789,1851168,"9606.ENSP00000367207","9606.ENSP00000329623",0,0,0,0,0,0.407,0.9,0.924,0.995,"Mama"
"MYC","GAPDH",1856789,1843185,"9606.ENSP00000367207","9606.ENSP00000229239",0,0,0,0,0,0,0.9,0.843,0.983,"Mama"
"MYC","ESR1",1856789,1842435,"9606.ENSP00000367207","9606.ENSP00000206249",0,0,0,0,0,0.36,0.9,0.746,0.982,"Mama"
"MYC","ERBB2",1856789,1846101,"9606.ENSP00000367207","9606.ENSP00000269571",0,0,0,0,0,0,0.9,0.781,0.977,"Mama"
"MYC","TFRC",1856789,1853957,"9606.ENSP00000367207","9606.ENSP00000353224",0,0,0,0,0,0,0.9,0.748,0.973,"Mama"
"GAPDH","ESR1",1843185,1842435,"9606.ENSP00000229239","9606.ENSP00000206249",0,0,0,0,0,0.042,0.9,0.738,0.972,"Mama"
"ERBB2","ESR1",1846101,1842435,"9606.ENSP00000269571","9606.ENSP00000206249",0,0,0,0,0,0.341,0,0.955,0.969,"Mama"
"TFRC","DAB2",1853957,1849619,"9606.ENSP00000353224","9606.ENSP00000313391",0,0,0,0,0,0,0.9,0.257,0.922,"Mama"
"GAPDH","BCL2",1851168,1843185,"9606.ENSP00000329623","9606.ENSP00000229239",0,0,0,0,0,0,0,0.826,0.826,"Mama"
"BCL2","CTSL2",1851168,1844700,"9606.ENSP00000329623","9606.ENSP00000259470",0,0,0,0,0,0,0.8,0.103,0.812,"Mama"
"ERBB2","BCL2",1851168,1846101,"9606.ENSP00000329623","9606.ENSP00000269571",0,0,0,0,0.053,0,0,0.747,0.75,"Mama"
"BCL2","ESR1",1851168,1842435,"9606.ENSP00000329623","9606.ENSP00000206249",0,0,0,0,0,0.067,0,0.729,0.737,"Mama"
"GAPDH","ERBB2",1846101,1843185,"9606.ENSP00000269571","9606.ENSP00000229239",0,0,0,0,0,0.147,0,0.673,0.709,"Mama"
"GAPDH","CD68",1843990,1843185,"9606.ENSP00000250092","9606.ENSP00000229239",0,0,0,0,0.05,0,0,0.577,0.58,"Mama"
"GAPDH","TFRC",1853957,1843185,"9606.ENSP00000353224","9606.ENSP00000229239",0,0,0,0,0,0.051,0,0.548,0.553,"Mama"
"BCL2","CD68",1851168,1843990,"9606.ENSP00000329623","9606.ENSP00000250092",0,0,0,0,0.054,0,0,0.48,0.487,"Mama"
"ERBB2","TFRC",1853957,1846101,"9606.ENSP00000353224","9606.ENSP00000269571",0,0,0,0,0,0.16,0,0.368,0.446,"Mama"
"TFRC","BCL2",1853957,1851168,"9606.ENSP00000353224","9606.ENSP00000329623",0,0,0,0,0,0,0,0.408,0.408,"Mama"
"SCUBE2","CTSL2",1861813,1844700,"9606.ENSP00000429969","9606.ENSP00000259470",0,0,0,0,0,0,0,0.401,0.401,"Mama"
"PMS2","MSH6",1845816,1843401,"9606.ENSP00000265849","9606.ENSP00000234420",0.309,0,0,0,0.173,0.729,0.929,0.968,0.999,"Pancreas"
"RACGAP1","KIF23",1849236,1844781,"9606.ENSP00000309871","9606.ENSP00000260363",0,0,0,0,0.824,0.953,0.9,0.92,0.999,"Pancreas"
"MSH2","MLH1",1843341,1843304,"9606.ENSP00000233146","9606.ENSP00000231790",0.309,0,0.479,0,0.255,0.81,0.929,0.988,0.999,"Pancreas"
"PMS2","MSH2",1845816,1843341,"9606.ENSP00000265849","9606.ENSP00000233146",0.309,0,0,0,0.268,0.729,0.929,0.978,0.999,"Pancreas"
"MSH6","MLH1",1843401,1843304,"9606.ENSP00000234420","9606.ENSP00000231790",0.309,0,0.486,0,0.154,0.729,0.929,0.975,0.999,"Pancreas"
"MSH2","MSH6",1843401,1843341,"9606.ENSP00000234420","9606.ENSP00000233146",0,0,0.515,0.681,0.794,0.992,0.9,0.988,0.999,"Pancreas"
"CCNA2","CCNB1",1846354,1844435,"9606.ENSP00000274026","9606.ENSP00000256442",0,0,0,0.762,0.987,0.873,0,0.871,0.998,"Pancreas"
"PMS2","MLH1",1845816,1843304,"9606.ENSP00000265849","9606.ENSP00000231790",0,0,0,0.664,0.269,0.974,0.9,0.982,0.998,"Pancreas"
"BRCA2","PALB2",1857163,1844940,"9606.ENSP00000369497","9606.ENSP00000261584",0,0,0,0,0.065,0.873,0.9,0.921,0.998,"Pancreas"
"BRCA2","BRCA1",1861387,1857163,"9606.ENSP00000418960","9606.ENSP00000369497",0,0,0,0,0.136,0.36,0.9,0.955,0.997,"Pancreas"
"TP53","ATM",1846577,1846083,"9606.ENSP00000278616","9606.ENSP00000269305",0,0,0,0,0,0.494,0.9,0.945,0.997,"Pancreas"
"TP53","CDKN2A",1859838,1846083,"9606.ENSP00000394932","9606.ENSP00000269305",0,0,0,0,0,0.376,0.9,0.964,0.997,"Pancreas"
"UBE2C","CCNB1",1853360,1844435,"9606.ENSP00000348838","9606.ENSP00000256442",0,0,0,0,0.866,0,0.9,0.469,0.992,"Pancreas"
"TP53","BRCA1",1861387,1846083,"9606.ENSP00000418960","9606.ENSP00000269305",0,0,0,0,0,0.36,0.9,0.894,0.992,"Pancreas"
"CCNA2","UBE2C",1853360,1846354,"9606.ENSP00000348838","9606.ENSP00000274026",0,0,0,0,0.872,0,0.9,0.386,0.991,"Pancreas"
"BRCA1","BARD1",1861387,1844829,"9606.ENSP00000418960","9606.ENSP00000260947",0,0,0,0.612,0.131,0.875,0.9,0.781,0.991,"Pancreas"
"BRCA1","ATM",1861387,1846577,"9606.ENSP00000418960","9606.ENSP00000278616",0,0,0,0,0,0.483,0.9,0.823,0.99,"Pancreas"
"CENPF","CCNB1",1854480,1844435,"9606.ENSP00000355922","9606.ENSP00000256442",0,0,0,0,0.848,0,0.9,0.415,0.99,"Pancreas"
"TP53","CCNB1",1846083,1844435,"9606.ENSP00000269305","9606.ENSP00000256442",0,0,0,0,0.113,0.102,0.9,0.878,0.989,"Pancreas"
"NEK2","TPX2",1854493,1848175,"9606.ENSP00000355966","9606.ENSP00000300403",0,0,0,0,0.835,0,0.9,0.306,0.987,"Pancreas"
"TP53","MSH2",1846083,1843341,"9606.ENSP00000269305","9606.ENSP00000233146",0,0,0,0,0,0.36,0.9,0.825,0.987,"Pancreas"
"TP53","STK11",1850687,1846083,"9606.ENSP00000324856","9606.ENSP00000269305",0,0,0,0,0,0.374,0.9,0.805,0.986,"Pancreas"
"BRCA2","ATM",1857163,1846577,"9606.ENSP00000369497","9606.ENSP00000278616",0,0,0,0,0.073,0.36,0.9,0.795,0.986,"Pancreas"
"TP53","MLH1",1846083,1843304,"9606.ENSP00000269305","9606.ENSP00000231790",0,0,0,0,0,0,0.9,0.847,0.984,"Pancreas"
"ATM","MLH1",1846577,1843304,"9606.ENSP00000278616","9606.ENSP00000231790",0,0,0,0,0.094,0.132,0.9,0.8,0.982,"Pancreas"
"UBE2C","NEK2",1854493,1853360,"9606.ENSP00000355966","9606.ENSP00000348838",0,0,0,0,0.75,0,0.9,0.348,0.982,"Pancreas"
"BRCA1","PALB2",1861387,1844940,"9606.ENSP00000418960","9606.ENSP00000261584",0,0,0,0,0.09,0.36,0.9,0.738,0.982,"Pancreas"
"BRCA2","BARD1",1857163,1844829,"9606.ENSP00000369497","9606.ENSP00000260947",0,0,0,0,0.178,0.344,0.9,0.63,0.977,"Pancreas"
"BRCA2","MLH1",1857163,1843304,"9606.ENSP00000369497","9606.ENSP00000231790",0,0,0,0,0.251,0,0.9,0.702,0.975,"Pancreas"
"RNF168","ATM",1850293,1846577,"9606.ENSP00000320898","9606.ENSP00000278616",0,0,0,0,0,0,0.9,0.742,0.973,"Pancreas"
"MSH6","ATM",1846577,1843401,"9606.ENSP00000278616","9606.ENSP00000234420",0,0,0,0,0.099,0.158,0.9,0.679,0.972,"Pancreas"
"MSH2","ATM",1846577,1843341,"9606.ENSP00000278616","9606.ENSP00000233146",0,0,0,0,0.064,0.18,0.9,0.657,0.97,"Pancreas"
"TP53","CCNA2",1846354,1846083,"9606.ENSP00000274026","9606.ENSP00000269305",0,0,0,0,0.133,0.328,0.9,0.49,0.966,"Pancreas"
"CCNA2","BRCA1",1861387,1846354,"9606.ENSP00000418960","9606.ENSP00000274026",0,0,0,0,0.343,0.359,0.9,0.276,0.965,"Pancreas"
"TP53","BARD1",1846083,1844829,"9606.ENSP00000269305","9606.ENSP00000260947",0,0,0,0,0,0.406,0.9,0.443,0.964,"Pancreas"
"ATM","PALB2",1846577,1844940,"9606.ENSP00000278616","9606.ENSP00000261584",0,0,0,0,0.05,0,0.9,0.635,0.962,"Pancreas"
"TP53","PMS2",1846083,1845816,"9606.ENSP00000269305","9606.ENSP00000265849",0,0,0,0,0,0,0.9,0.616,0.96,"Pancreas"
"RACGAP1","CCNB1",1849236,1844435,"9606.ENSP00000309871","9606.ENSP00000256442",0,0,0,0,0.936,0,0,0.329,0.955,"Pancreas"
"RNF168","BRCA1",1861387,1850293,"9606.ENSP00000418960","9606.ENSP00000320898",0,0,0,0,0,0,0.9,0.576,0.955,"Pancreas"
"CCNB1","DLGAP5",1844435,1843859,"9606.ENSP00000256442","9606.ENSP00000247191",0,0,0,0,0.888,0,0,0.609,0.954,"Pancreas"
"CCNB1","KIF23",1844781,1844435,"9606.ENSP00000260363","9606.ENSP00000256442",0,0,0,0,0.92,0.123,0,0.352,0.951,"Pancreas"
"ATM","BARD1",1846577,1844829,"9606.ENSP00000278616","9606.ENSP00000260947",0,0,0,0,0,0.048,0.9,0.519,0.95,"Pancreas"
"PALB2","BARD1",1844940,1844829,"9606.ENSP00000261584","9606.ENSP00000260947",0,0,0,0,0.048,0,0.9,0.502,0.948,"Pancreas"
"TPX2","DLGAP5",1848175,1843859,"9606.ENSP00000300403","9606.ENSP00000247191",0,0,0,0,0.866,0,0,0.596,0.943,"Pancreas"
"CCNA2","BARD1",1846354,1844829,"9606.ENSP00000274026","9606.ENSP00000260947",0,0,0,0,0.271,0.146,0.9,0.177,0.942,"Pancreas"
"RNF168","BARD1",1850293,1844829,"9606.ENSP00000320898","9606.ENSP00000260947",0,0,0,0,0.042,0,0.9,0.44,0.941,"Pancreas"
"CCNA2","KIF23",1846354,1844781,"9606.ENSP00000274026","9606.ENSP00000260363",0,0,0,0,0.902,0.123,0,0.351,0.939,"Pancreas"
"BRCA1","UBE2C",1861387,1853360,"9606.ENSP00000418960","9606.ENSP00000348838",0,0,0,0,0.272,0,0.9,0.213,0.937,"Pancreas"
"CCNA2","ATM",1846577,1846354,"9606.ENSP00000278616","9606.ENSP00000274026",0,0,0,0,0.053,0.047,0.9,0.366,0.935,"Pancreas"
"TP53","BRCA2",1857163,1846083,"9606.ENSP00000369497","9606.ENSP00000269305",0,0,0,0,0.054,0.285,0,0.908,0.932,"Pancreas"
"UBE2C","BARD1",1853360,1844829,"9606.ENSP00000348838","9606.ENSP00000260947",0,0,0,0,0.136,0,0.9,0.272,0.931,"Pancreas"
